Material|Descripción|Unidades por caja|Peso (g)|Volumen (cm3)|Coste medio|Coste última reposición
50174919|Revista Natura regalo ciclo 14B 2015|0|0|0|0|0
50174920|CONSULTORIA NATURA CICLO 14B 2015 ARG|0|37|36|2|2
50174921|REVISTA NATURA CICLO 15 2015 ARG|72|140|176|5|5
50174922|Revista Natura regalo ciclo 15 2015|0|0|0|0|0
50174923|CONSULTORIA NATURA CICLO 15 2015 ARG|400|33|357|1|1
50174924|REVISTA NATURA CICLO 16 2015 ARG|60|165|179|6|6
50174925|Revista Natura regalo ciclo 16 2015|0|0|0|0|0
50174926|CONSULTORIA NATURA CICLO 16 2015 ARG|300|30|72|1|1
50174927|REVISTA NATURA CICLO 17 2015 ARG|66|152|180|7|7
50174928|Revista Natura regalo ciclo 17 2015|0|0|0|0|0
50174929|FLYER EKOS MANOS Y PIES 9B|1200|5|5|0|0
50174930|COMBO REVISTA NATURA X2 CICLO 01 2015|0|1|1|0|0
50174931|COMBO REVISTA NATURA X2 CICLO 02A 2015|0|1|1|0|0
50174932|COMBO REVISTA NATURA X2 CICLO 02B 2015|0|1|1|0|0
50174933|COMBO REVISTA NATURA X2 CICLO 03 2015|0|1|1|0|0
50174934|COMBO REVISTA NATURA X2 CICLO 04 2015|0|1|1|0|0
50174935|COMBO REVISTA NATURA X2 CICLO 05 2015|0|1|1|0|0
50174936|COMBO REVISTA NATURA X2 CICLO 06 2015|0|1|1|0|0
50174937|COMBO REVISTA NATURA X2 CICLO 07 2015|0|1|1|0|0
50174938|COMBO REVISTA NATURA X2 CICLO 08 2015|0|1|1|0|0
50174939|COMBO REVISTA NATURA X2 CICLO 09A 2015|0|1|1|0|0
50174940|COMBO REVISTA NATURA X2 CICLO 09B 2015|0|1|1|0|0
50174941|COMBO REVISTA NATURA X2 CICLO 10 2015|0|1|1|0|0
50174942|COMBO REVISTA NATURA X2 CICLO 11 2015|0|1|1|0|0
50174943|COMBO REVISTA NATURA X2 CICLO 12 2015|0|1|1|0|0
50174944|COMBO REVISTA NATURA X2 CICLO 13 2015|0|1|1|0|0
50174945|COMBO REVISTA NATURA X2 CICLO 14A 2015|0|1|1|0|0
50174946|COMBO REVISTA NATURA X2 CICLO 14B 2015|0|1|1|0|0
50174947|COMBO REVISTA NATURA X2 CICLO 15 2015|0|1|1|0|0
50174948|COMBO REVISTA NATURA X2 CICLO 16 2015|0|1|1|0|0
50174949|COMBO REVISTA NATURA X2 CICLO 17 2015|0|1|1|0|0
50174988|ECOBOLSA CPV 2015|60|45|310|40|40
50174990|AQUARELA SOMBRA MONO COR 2|0|21|72|27|27
50174991|AQUARELA SOMBRA MONO COR 3|0|21|72|21|21
50174992|AQUARELA SOMBRA MONO COR 4|336|21|72|40|40
50174993|AQUARELA SOMBRA MONO COR 5|0|21|72|21|21
50174994|AQUARELA SOMBRA MONO COR 6|0|21|72|25|25
50174995|AQUARELA SOMBRA MONO COR 7|336|21|72|20|20
50174996|AQUARELA SOMBRA MONO COR 8|0|21|72|33|33
50174997|AQUARELA SOMBRA MONO COR 9|0|21|51|28|28
50174998|AQUARELA SOMBRA MONO COR 10|0|21|72|24|24
50174999|AQUARELA SOMBRA MONO COR 11|0|21|72|40|40
50175020|AQUARELA SOMBRA MONO COR 12|0|21|72|40|40
50175021|AQUARELA SOMBRA MONO COR 13|336|21|72|33|33
50175022|AQUARELA SOMBRA MONO COR 14|0|21|72|22|22
50175107|EKOS RF SAB CREAM OIL CACAU 250 ML|0|287|522|0|0
50175108|EKOS SAB CREAM OIL CACAU 250ML|0|288|494|0|0
50175120|FACES BATOM  VERMELHO BRILHANTE FPS 8|592|18|63|19|19
50175121|FACES BATOM NUDE CHIC FPS 8|594|18|32|3|3
50175122|FACES BATOM ROSA SHOW FPS 8|0|18|32|5|5
50175123|FACES BATOM LARANJA ASTRAL FPS 8|592|17|63|40|40
50175124|FACES BATOM PINK ENERGIA FPS 8|592|17|63|40|40
50175134|KAIAK CLASSICO GEL DE BARBEAR 75 G|0|103|319|7|7
50175135|KAIAK CLASSICO BALM APOS BARBA  75 ML|0|99|360|10|10
50175137|KAIAK CLASSICO SHAMPOO  200 ML|0|232|604|0|0
50175138|URBANO GEL APOS BARBA  50 G|0|72|212|0|0
50175139|URBANO SHAMPOO  75 ML|0|102|326|0|0
50175180|NAT HOMEM DES COL NITRO INTENSO 100ML|0|280|541|0|0
50175181|SINTONIA SHAMPOO NOITE  200 ML|0|232|604|0|0
50175196|ESSENCIAL CLASS GEL DE BARBEAR 75G|0|103|326|0|0
50175209|FOTOEQ PROT SOL FAC GEL CREM FPS30 LATAM|0|70|180|70|70
50175215|Carta Kit de Inicios Paso 1|0|0|0|0|0
50175216|Carta Kit de Inicios Paso 2|3000|5|63|0|0
50175217|Carta Kit de Inicios Paso 3|0|0|0|0|0
50175218|CARTA KIT DE INICIO ARG|0|5|1|1|1
50175250|FOTOEQ LOCAO PRO FAC PEL N S FPS30 LATAM|0|74|163|28|28
50175364|EKOS AMOS DES HID MANT MAOS UCUUBA 1X8ML|0|16|40|0|0
50175366|EKOS AMOS DES HID MIDIA UCUUBA 1UN|0|7|20|0|0
50175367|NAT HOMEM GEL BARBEAR NITRO INTENSO 75|0|103|326|0|0
50175369|NAT HOMEM BALM APOS BARB NITRO INTE 75ML|0|103|326|0|0
50175377|KAIAK CLASS SAB BARRA CREMOSO 90 G|0|93|762|6|6
50175378|URBANO SAB BARRA CREMOSO  90 G|0|92|153|0|0
50175379|ESSENCIAL CLASSICO SAB BARRA 2X90G|0|216|433|0|0
50175389|AQUARELA BATOM STICK ROSA 62|0|1|1|0|0
50175391|AQUARELA BATOM STICK ROSA 61|0|1|1|0|0
50175392|AQUARELA BATOM STICK CORAL 60|0|1|1|0|0
50175393|AQUARELA BATOM STICK BOCA 60|0|1|1|0|0
50175395|AQUARELA BATOM STICK VERMELHO 60|0|1|1|0|0
50175396|AQUARELA BATOM STICK LARANJA 60|0|1|1|0|0
50175397|AQUARELA BATOM STICK AMEIXA 60|0|1|1|0|0
50175398|AQUARELA BATOM STICK ROSA 63|0|1|1|0|0
50175399|AQUARELA BATOM STICK MARROM 60|0|1|1|0|0
50175406|AQUARELA BATOM STICK VINHO 60|0|1|1|0|0
50175408|BOLSO CAMPANA VERANO 2015|20|220|1722|49|49
50175430|NAT HOMEM SAB BARRA NITRO INTENSO 90G|0|92|121|0|0
50175478|Folleto Navidad 2014|0|0|0|0|0
50175479|Sobre Navidad|0|0|0|0|0
50175480|MANTEL NAVIDAD|0|0|0|0|0
50175481|Urnas Navidad|0|0|0|0|0
50175563|SR N COURO GEL DE BARBEAR 60G|0|80|233|6|6
50175564|SR N COURO BALM APOS BARBA 60ML|0|80|233|8|8
50175585|PLANT OLEO TRATAMEN REPARADOR 100ML|75|121|348|40|40
50175825|NAT UNA CORRETIVO CEROSO COR 5|0|1|1|0|0
50175829|SEVE CEREZA AVEL ETIQ PERF LATAM|0|0|0|0|0
50175850|NAT UNA BLUSH CORAL 2M RF|0|30|113|61|61
50175853|NAT UNA BLUSH ROSA 4R RF|0|29|108|70|70
50175897|Afiche A4 Semillas Verano 2015|260|0|0|0|0
50175898|BOLSO LONA SEMILLA 2015|0|272|500|56|56
50175899|ORGANIZADOR SEMILLAS 2015|0|103|783|52|52
50175902|NAT UNA BASE LIQ MATTE TOM CLARO 2|0|46|127|128|128
50175903|NAT UNA BASE LIQ MATTE TOM CLARO 4|0|47|118|95|95
50175904|NAT UNA BASE LIQ MATTE TOM CLARO 6|0|47|118|67|67
50175905|NAT UNA BASE LIQ MATTE TOM MEDIO 2|0|47|122|43|43
50175906|NAT UNA BASE LIQ MATTE TOM MEDIO 4|0|1|1|0|0
50175907|NAT UNA BASE LIQ MATTE TOM MEDIO 6|172|46|121|78|78
50175908|NAT UNA BASE LIQ MATTE TOM MEDIO 8|0|1|1|0|0
50175909|NAT UNA BASE LIQ MATTE TOM CAST 2|0|47|122|57|57
50175910|NAT UNA BLUSH CORAL 4R RF|0|1|1|0|0
50175911|NAT UNA BLUSH ROSA 2M RF|0|29|38|130|130
50175912|NAT UNA BLUSH CORAL 6R RF|0|30|109|226|226
50175913|NAT UNA BLUSH BRONZE 2R RF|0|30|28|106|106
50175914|NAT UNA BLUSH ROSA 6M RF|0|1|1|0|0
50175915|NAT UNA BLUSH ROSA 8M RF|0|1|1|0|0
50175920|NAT UNA BASE LIQ MATTE TOM MEDIO 10|0|1|1|0|0
50175921|NAT UNA BASE LIQ MATTE TOM CAST 4|0|47|126|55|55
50175922|NAT UNA BASE LIQ MATTE TOM CAST 6|0|1|1|0|0
50176006|KIT CNO C04|0|0|0|0|0
50176007|KIT CNO C05|0|0|0|0|0
50176008|TODODIA LIRIO Y VAINILLA DISCOVER EXP|0|0|0|0|0
50176030|NAT UNA BASE LIQ MATTE TOM CAST 8|0|1|1|0|0
50176031|NAT UNA BASE LIQ MATTE TOM CAST 10|0|1|1|0|0
50176032|NAT UNA BASE LIQ MATTE TOM ESCURO 2|0|48|20|40|40
50176033|NAT UNA BASE LIQ MATTE TOM ESCURO 4|0|1|1|0|0
50176034|NAT UNA BASE LIQ MATTE TOM ESCURO 6|0|1|1|0|0
50176035|NAT UNA BASE LIQ MATTE TOM ESCURO 8|0|1|1|0|0
50176036|NAT UNA BASE LIQ MATTE TOM ESCURO 10|0|1|1|0|0
50176037|MAQ NAT ESTOJO MAQUIAGEM BASE|0|90|175|57|57
50176079|SEVE HID DES AMENDOA DOCE TOQU SEC 100ML|0|120|281|0|0
50176092|CT HUMOR AMOR PERF F EDT 75ML ARG MLF|0|0|0|0|0
50176150|SEVE HID DES AMEND E CEREJ TOQ SEC 200ML|0|218|503|0|0
50176154|NAT UNA BATOM INTENSIFIC CORAL 10 C|0|1|1|0|0
50176155|NAT UNA BATOM INTENSIFIC NUDE 2 C|0|28|43|54|54
50176156|NAT UNA BATOM INTENSIFIC NUDE 4 C|0|1|1|29|29
50176157|NAT UNA BATOM INTENSIFIC NUDE 6 C|0|1|1|21|21
50176158|NAT UNA BATOM INTENSIFIC NUDE 8 C|0|28|46|49|49
50176159|NAT UNA BATOM INTENSIFIC NUDE 10 C|0|28|46|46|46
50176188|NAT UNA PALETTE SOMBRAS NATURAL|0|72|94|173|173
50176189|NAT UNA PALETTE SOMBRAS CLASSICO|0|72|87|262|262
50176250|NAT UNA PALETTE SOMBRAS ROSADO|0|72|22|125|125
50176251|NAT UNA SOMBRA ULTRAFIX BRONZE C|0|16|31|42|42
50176252|NAT UNA SOMBRA ULTRAFIX MARROM M|0|16|29|43|43
50176253|NAT UNA SOMBRA ULTRAFIX NUDE C|0|16|56|40|40
50176254|NAT UNA SOMBRA ULTRAFIX NUDE RO M|0|15|32|45|45
50176255|NAT UNA SOMBRA ULTRAFIX DOURADO C|0|15|56|55|55
50176256|NAT UNA SOMBRA ULTRAFIX GRAFITE C|0|16|36|48|48
50176261|NAT UNA LAPIS KAJAL PRETO|0|11|45|0|0
50176262|NAT UNA LAPIS KAJAL MARR 4|0|11|45|0|0
50176264|NAT UNA LAPIS KAJAL VIOL|0|11|45|0|0
50176265|NAT UNA LAPIS RETRATIL PRETO|0|7|32|44|44
50176266|NAT UNA LAPIS RETRATIL MARR 4|0|11|1|0|0
50176267|NAT UNA LAPIS RETRATIL MARR 2|0|1|1|0|0
50176268|NAT UNA LAPIS RETRATIL NUDE|0|1|1|0|0
50176280|NAT UNA LAPIS SOBRANC MARR 4|0|1|1|0|0
50176281|NAT UNA LAPIS SOBRANC MARR 2|0|1|1|0|0
50176282|NAT UNA LAPIS SOBRANC NUDE 4|0|1|1|0|0
50176284|NAT UNA LAPIS SOBRANC NUDE 2|0|1|1|0|0
50176287|NAT UNA  BATOM LIQ MATIF ROSE 2 M|0|24|50|86|86
50176288|NAT UNA  BATOM LIQ MATIF ROSE 4 M|0|22|39|42|42
50176289|NAT UNA BATOM LIQ MATIF ROSE 6 M|0|25|50|35|35
50176360|NAT UNA BATOM LIQ MATIF ROUGE 2 M|0|24|29|27|27
50176361|NAT UNA BATOM LIQ MATIF ROUGE 4 M|0|25|50|76|76
50176362|NAT UNA BATOM LIQ MATIF ROUGE 6 M|0|25|50|53|53
50176364|NAT UNA BATOM LIQ MATIF CORAL 4 M|0|25|50|67|67
50176365|NAT UNA BATOM LIQ MATIF CORAL 6 M|0|25|29|30|30
50176366|NAT UNA BATOM LIQ MATIF VIOLE 2 M|0|25|50|33|33
50176367|NAT UNA BATOM LIQ MATIF VIOLE 4 M|0|24|50|33|33
50176368|NAT UNA BATOM LIQ MATIF VIOLE 6 M|0|24|50|91|91
50176369|NAT UNA LAPIS LABIOS ROUGE 2|0|9|68|35|35
50176373|SEVE DES HID RF AMED E FRESIA TOQ SECO|0|226|442|0|0
50176380|NAT UNA LAPIS LABIOS ROUGE 4|0|9|38|35|35
50176383|NAT UNA LAPIS LABIOS NUDE|0|1|1|0|0
50176384|NAT UNA LAPIS LABIOS MARROM|0|1|1|0|0
50176385|NAT UNA LAPIS LABIOS ROSE 2|0|8|38|59|59
50176386|NAT UNA BASE LIQ RADIANTE TOM CLARO 2|0|45|122|125|125
50176387|NAT UNA BASE LIQ RADIANTE TOM CLARO 4|0|45|117|115|115
50176388|NAT UNA BASE LIQ RADIANTE TOM CLARO 6|0|45|122|111|111
50176389|NAT UNA BASE LIQ RADIANTE TOM MEDIO 2|0|45|20|42|42
50176390|NAT UNA ILUMINADOR BRONZE DOURADO|0|39|94|0|0
50176391|NAT UNA BATOM INTENSIFIC CORAL 2 C|0|1|1|23|23
50176393|NAT UNA BATOM INTENSIFIC CORAL 6 C|0|1|1|0|0
50176394|NAT UNA BATOM INTENSIFIC CORAL 8 C|0|28|42|0|0
50176400|NAT UNA BASE LIQ RADIANTE TOM MEDIO 4|0|1|1|0|0
50176401|NAT UNA BASE LIQ RADIANTE TOM MEDIO 6|0|46|127|95|95
50176402|NAT UNA BASE LIQ RADIANTE TOM MEDIO 8|0|1|1|0|0
50176403|NAT UNA BASE LIQ RADIANTE TOM CAST 2|0|46|122|76|76
50176404|NAT UNA BASE LIQ RADIANTE TOM MEDIO 10|0|1|1|0|0
50176405|NAT UNA BASE LIQ RADIANTE TOM CAST 4|0|45|126|54|54
50176410|NAT UNA BATOM INTENSIFIC ROSE 2 C|0|28|42|62|62
50176411|NAT UNA BATOM INTENSIFIC ROSE 4 C|0|28|45|56|56
50176412|NAT UNA BATOM INTENSIFIC ROSE 6 C|0|1|1|0|0
50176413|NAT UNA BATOM INTENSIFIC ROSE 8 C|0|1|1|0|0
50176414|NAT UNA BATOM INTENSIFIC ROSE 10 C|0|1|1|0|0
50176415|NAT UNA BATOM INTENSIFIC ROUGE 2 C|0|1|1|0|0
50176416|NAT UNA BATOM INTENSIFIC ROUGE 4 C|0|28|47|76|76
50176417|NAT UNA BATOM INTENSIFIC ROUGE 6 C|0|1|1|0|0
50176418|NAT UNA BATOM INTENSIFIC ROUGE 8C|0|28|46|35|35
50176419|NAT UNA BATOM INTENSIFIC VIOLETA 2 C|0|1|1|0|0
50176420|NAT UNA BATOM INTENSIFIC VIOLETA 4 C|0|1|1|0|0
50176421|NAT UNA BATOM INTENSIFIC VIOLETA 6 C|0|1|1|0|0
50176422|UNA BATOM INTENSIFIC ROSE 8 C|0|29|46|46|46
50176423|NAT UNA BATOM INTENSIFIC VIOLETA 10 C|0|1|1|0|0
50176445|NATURE SHAMPOO CABELOS CLAROS|0|309|730|0|0
50176446|NATURE RF PCH SH CAB CLAROS 250ML|0|258|650|0|0
50176453|CR PLANT SH REV POS QUIMICA FOR ARG MLF|0|0|0|0|0
50176454|PCH RF PLANT SH RPQ 300ML FOR ARG MLF|0|0|0|0|0
50176457|CR PLANT SH LIMP PROFUNDA FOR ARG MLF|0|0|0|0|0
50176458|PCH RF PLANT SH LI PROF 300ML FOR ARGMLF|0|0|0|0|0
50176459|CR PLANT SH OLEOSOS 300ML FOR ARG MLF|0|0|0|0|0
50176460|PCH RF PLANT SH OLEOSO 300ML FOR ARG MLF|0|0|0|0|0
50176461|CR PLANT SH BRI MACIEZ 300ML FOR ARG MLF|0|0|0|0|0
50176462|CR PLANT CD BRI MACIEZ 300ML FOR ARG MLF|0|0|0|0|0
50176463|PCH PLANT RF SH BR MACIE 300ML FO ARGMLF|0|0|0|0|0
50176464|PCH PLANT RF COND BR MACIEZ FOR ARG MLF|0|0|0|0|0
50176465|CR PLANT SH REALCE COR 300ML FOR ARGMLF|0|0|0|0|0
50176466|PCH RF PLANT SH PROT COR 300ML FO ARGMLF|0|0|0|0|0
50176531|SRN SANDALO DES SPRAY MASC 100ML|0|134|336|0|0
50176593|HUMOR 1 DES COL FEM 75ML|0|267|496|0|0
50176594|HUMOR 2 DES COL MASC 75ML|0|260|462|0|0
50176595|HUMOR 2 DES COL MASC 75ML|0|260|462|0|0
50176597|KAIAK AVENTURA DES COL 100ML|0|298|518|0|0
50176598|KAIAK FEM DES COL 100ML|0|299|540|47|47
50176599|BIOGRAFIA RF DES SPRAY FEM 100ML|0|109|164|0|0
50176713|AQUARELA RF QUARTETO SOMBRAS COR 1|160|28|132|40|40
50176714|AQUARELA RF QUARTETO SOMBRAS COR 2|160|28|132|53|53
50176715|AQUARELA RF QUARTETO SOMBRAS COR 3|0|29|128|54|54
50176716|AQUARELA RF QUARTETO SOMBRAS COR 4|0|28|132|51|51
50176748|Lector Chronos Tipo de piel|1600|7|16|4|4
50176762|KAIAK AVENTURA DES SPRAY MASC 100ML|0|133|336|0|0
50176763|KAIAK AVENTURA RF DES SPRAY MASC 100ML|0|109|164|0|0
50176764|KAIAK DES SPRAY FEMI 100ML|0|134|336|40|40
50176765|KAIAK RF DES SPRAY FEM 100ML|72|109|164|40|40
50176767|BIOGRAFIA RF DES SPRAY MASC 100ML|0|109|164|0|0
50176792|Agenda sv 2015|0|0|0|0|0
50176807|NAT UNA BASE LIQ RADIANTE TOM CAST 6|0|1|1|0|0
50176808|NAT UNA BASE LIQ RADIANTE TOM CAST 8|0|1|1|36|36
50176809|NAT UNA BASE LIQ RADIANTE TOM CAST 10|0|1|1|0|0
50176810|NAT UNA BASE LIQ RADIANTE TOM ESCURO 2|0|45|122|44|44
50176811|NAT UNA BASE LIQ RADIANTE TOM ESCURO 4|0|1|1|0|0
50176812|NAT UNA BASE LIQ RADIANTE TOM ESCURO 6|0|1|1|0|0
50176813|NAT UNA BASE LIQ RADIANTE TOM ESCURO 8|0|1|1|0|0
50176814|NAT UNA BASE LIQ RADIANTE TOM ESCURO 10|0|1|1|0|0
50176815|NAT UNA BATOM LIQ MATIF NUDE 2 M|0|24|50|54|54
50176818|NAT UNA  BATOM LIQ MATIF NUDE 4 M|0|24|50|49|49
50176819|NAT UNA BATOM LIQ MATIF NUDE 6 M|0|25|45|79|79
50176840|SRN SANDALO RF DES SPRAY MASC 100ML|0|108|164|0|0
50176841|KAIAK ENERGIA RF DES SPRAY FEM 100ML|0|108|164|0|0
50176842|EKOS OLEO PARA TEMP MARAC 30ML|0|42|129|0|0
50176843|EKOS HID DES MARACUJA ROSA 400ML|0|447|1008|43|43
50176845|EKOS HID MOUSSE MARACUJA 200G|0|275|257|34|34
50176962|FACES BATOM FPS 8 ROSA|0|17|33|0|0
50176971|FACES BATOM FPS 8 PINK|0|17|33|0|0
50176975|FACES BATOM FPS 8 CEREJA|0|17|33|0|0
50176976|FACES BATOM FPS 8 CORAL|0|17|33|0|0
50176977|FACES MASCARA FANTASTICA AZUL|0|21|39|0|0
50176978|TODODIA HIDR FRAM PIMENTA 250ML|0|297|760|22|22
50176979|TODODIA RF HID CORP REG EXT SEC PRC|0|411|600|27|27
50177017|KIT EKOS PITANGA PROMOCION CONSULTORIA|0|1|1|0|0
50177018|SIEMPRE PRESENTE AMO SUSSURRO|0|1|1|0|0
50177019|KIT CHRO ANTISENAL 30+DIA POC SENAL+NOCH|0|1|1|0|0
50177076|UNA SEXTETO DE SOMBRAS COR 3|0|57|49|40|40
50177077|UNA SEXTETO DE SOMBRAS COR 4|0|55|49|72|72
50177078|UNA SEXTETO DE SOMBRAS COR 5|123|54|50|40|40
50177124|ILIA DEO PARFUM FEM 50ML|0|1|1|0|0
50177137|KAIAK EXPEDICAO DES COL MASC|0|289|540|0|0
50177144|Panel Tiempo de Actividad 5 años|0|0|0|0|0
50177174|NAT UNA BATOM INTENSIFIC CORAL 4 C|0|1|1|25|25
50177203|KAIAK FEM DES COL 10ML|0|25|63|0|0
50177204|KAIAK AMOST SACH AVENTURA MASC 3X1ML TER|0|10|22|5|5
50177205|HUMOR 1 AMOS DESOD COL 3UN 1ML LATAM.|0|10|89|0|0
50177244|Carta Lápiz FACES Navidad|0|6|1|0|0
50177245|Flyer Lápiz FACES Navidad|2000|7|378|0|0
50177246|Carta Tododia Soft Conversion|0|5|0|0|0
50177265|Deco verano 2015|0|0|0|0|0
50177292|VIVA BATOM STICK ROSA 61|0|1|1|0|0
50177293|VIVA BATOM STICK CORAL 60|0|1|1|0|0
50177387|VIVA BATOM STICK BOCA 60|0|1|1|0|0
50177415|VIVA BATOM STICK VERMELHO 60|0|1|1|0|0
50177425|VIVA BATOM STICK AMEIXA 60|0|1|1|0|0
50177426|VIVA BATOM STICK ROSA 63|0|1|1|0|0
50177428|VIVA BATOM STICKMARROM 60|0|1|1|0|0
50177495|VIVA BATOM STICK VINHO 60|0|1|1|0|0
50177551|CARTUCHERA CPV 2015|100|42|252|20|20
50177552|Decoración ciclo 1 2015|0|0|0|0|0
50177614|KIT PLANT LISO Y SUELTO|0|1|1|0|0
50177914|PLANT SH REVIT POS QUIMICA|0|343|557|26|26
50177916|PLANT SH LIMPEZA PROFUNDA|0|334|900|17|17
50177917|PLANT SH CABELOS OLEOSOS|0|348|660|20|20
50177918|PLANT SH BRILHO MACIEZ|0|333|600|20|20
50177919|PLANT SH PROT REALCE COR|0|346|640|22|22
50177964|TDIA KIT SAB BARRA 12X25G NAM 2015|0|413|1530|0|0
50177980|PLANT COND BRILHO MACIEZ|0|324|544|16|16
50177983|PLANT RF SH REV POS QUIMICA TR|0|311|800|17|17
50177984|PLANT RF SH LIMPEZA PROFUNDA TR|0|309|500|11|11
50177985|PLANT RF SH CAB OLEOSOS TR|0|309|680|16|16
50177986|PLANT RF SH BRILHO MACIEZ TRANSF|0|313|687|14|14
50177987|PLANT RF SH PROT REALCE COR TR|0|309|900|14|14
50177989|PLANT RF COND BRILHO MACIEZ TR|0|301|320|18|18
50178034|CT EAU PARFUM AGAVE 50ML ARG V2 MLF|0|0|0|1|1
50178036|PLANT SH REVIT POS QUIMIC TRANSF MEX MLF|0|344|487|53|53
50178057|PLANT RF SH CAB OLEOSOS TRANSF MEX MLF|0|321|487|18|18
50178058|PLANT RF SH BRILHO MACIEZ TRANSF MEX MLF|0|322|719|16|16
50178128|ESSENCIAL ESTILO SAB BARRA 4X90G|0|409|584|0|0
50178129|KRISKA DESCOBERTA SAB BARRA 90G|0|93|200|8|8
50178220|AGUAS SAB BARRA BANHO DE ENERGIA 2X90G|0|217|433|0|0
50178236|VIVA QUARTETO SOMBRAS RF COR 1|0|1|1|0|0
50178262|NTOD SAB BAR ACONCHEGO 5X90G|0|480|771|0|0
50178295|KAIAK MASC DES CORPORAL|0|130|340|73|73
50178296|KAIAK URBE DES CORPORAL|0|134|340|65|65
50178297|KAIAK FEM DES CORPORAL|0|134|307|60|60
50178299|KAIAK AVENTURA DES CORPORAL|0|1|1|0|0
50178320|HUMOR 5 DES CORPORAL|0|134|336|52|52
50178321|HUMOR 1 DES CORPORAL|0|134|302|24|24
50178322|KRISKA DES CORPORAL|0|1|1|0|0
50178323|BIOGRAFIA MASC DES CORPORAL|0|133|336|58|58
50178324|SR N DES CORPORAL|0|1|1|0|0
50178325|BIOGRAFIA FEM DES CORPORAL|0|132|310|51|51
50178326|KAIAK MASC DES CORPORAL RF|0|113|264|48|48
50178327|KAIAK URBE DES CORPORAL RF|0|113|242|40|40
50178328|KAIAK FEM DES CORPORAL RF|0|112|330|36|36
50178330|KAIAK AVENTURA DES CORPORAL RF|0|113|242|0|0
50178331|HUMOR 5 DES CORPORAL RF|0|114|242|45|45
50178332|HUMOR 1 DES CORPORAL RF|0|115|264|30|30
50178335|SR N DES CORPORAL RF|0|113|242|0|0
50178336|BIOGRAFIA FEM DES CORPORAL RF|0|113|242|0|0
50178338|AMO FEM DES CORPORAL|0|1|1|0|0
50178348|EKOS DES COL FRESC MARAC ROSA 150ML|0|348|636|0|0
50178352|AMO MASC DES CORPORAL|0|134|312|0|0
50178361|BIOGRAFIA DESPERTE FEM DES CORPORAL|0|1|1|0|0
50178363|BIOGRAFIA DESPERTE MASC DES CORPORAL|0|134|312|0|0
50178364|HUMOR NO AR DES CORPORAL|0|1|1|0|0
50178367|HUMOR PERFEITO DES CORPORAL|0|1|1|0|0
50178369|KAIAK EXTREMO DES CORPORAL|0|1|1|0|0
50178374|SR N SANDALO DES CORPORAL|0|1|1|0|0
50178375|URBANO DES CORPORAL RF|0|113|242|0|0
50178376|URBANO DES CORPORAL|0|134|312|0|0
50178378|SINTONIA DES CORPORAL|0|1|1|0|0
50178415|SINTONIA NOITE DES CORPORAL|0|134|312|0|0
50178446|FITAS OLFATIVA C12 2015|0|480|17|0|0
50178447|VIVA QUARTETO SOMBRAS RF COR 2|0|1|1|0|0
50178448|VIVA QUARTETO SOMBRAS RF COR 3|0|1|1|0|0
50178451|VIVA QUARTETO SOMBRAS RF COR 4 LATAM|0|1|1|0|0
50178456|VIVA LAP KAJAL COR INTENS PRET TER LATAM|0|1|1|0|0
50178458|VIVA LAP KAJAL COR INTEN MARRO TER LATAM|0|1|1|0|0
50178459|VIVA LAP KAJAL COR INTENSA PEROLADO|0|1|1|0|0
50178460|TODODIA HID CORPO FRAM E PIMENTA 400ML|0|464|1080|40|40
50178462|TODODIA MOUS ULTRAHID FRAM PIMENTA 220G|0|281|726|27|27
50178463|TODODIA HID MAOS FRAM PIMENTA 50ML|0|68|201|40|40
50178464|TODODIA HID PES FRAM PIMENTA 50ML|0|69|201|40|40
50178465|TODODIA HID BALM LABIAL FRAM PIMENTA 12G|0|20|56|16|16
50178466|TODODIA SPRAY PERF FRAM PIMENTA 200ML.|0|226|508|24|24
50178467|TODODIA SAB EM OLEO FRAM PIMENTA 300ML|0|332|728|40|40
50178468|TODODIA OLEO ESF FRAM PIMENTA 200ML|30|245|498|24|24
50178482|TODODIA SAB BAR FRAM PIMENTA 5X90G|0|475|787|19|19
50178483|TODODIA DEMO HID FRAM PIM 3X10ML|0|39|177|7|7
50178509|VIVA LAP KAJAL COR INTENSA AZUL TERLATAM|0|1|1|0|0
50178513|VIVA LAP KAJAL COR INTENSA BERINJEL|0|1|1|0|0
50178534|COMPUESTO CJ ENTRENAMIENTO C5 2015|0|0|0|0|0
50178869|URBANO NOVA VAR 100ML EDT|0|257|288|125|125
50178871|NAT UNA BASE COMPACTA TOM CLARO 2 RF TER|0|1|1|0|0
50178872|NAT UNA BASE COMPACTA TOM CLARO 4 RF TER|0|1|1|0|0
50178873|NAT UNA BASE COMPACTA TOM CLARO 6 RF TER|0|34|22|44|44
50178874|NAT UNA BASE COMPACTA TOM MEDIO 2 RF TER|0|1|1|0|0
50178875|NAT UNA BASE COMPACTA TOM MEDIO 4 RF TER|0|34|22|53|53
50178876|NAT UNA BASE COMPACTA TOM MEDIO 6 RF TER|0|1|1|0|0
50178878|NAT UNA BASE COMPACTA TOM MEDIO 8 RF TER|0|34|172|41|41
50178879|NAT UNA BASE COMPACTA TOM CAST 2 RF|0|1|1|0|0
50178880|NAT UNA BASE COMPACTA TOM MEDIO 10 RF TE|0|1|1|0|0
50178881|NAT UNA BASE COMPACTA TOM CAST 4 RF|0|1|1|0|0
